Origination Date,DTI,FICO,Number of Loans,color,greenDTI,redDTI
2017-08-01,8,815,24,#D33F6A,#B4DCC7,#F9CDAB
2017-08-01,10,775,9,#D33F6A,#AAD5C1,#F9C8A4
2017-08-01,10,780,21,#D33F6A,#AAD5C1,#F9C8A4
2017-08-01,10,785,24,#D33F6A,#AAD5C1,#F9C8A4
2017-08-01,10,790,20,#D33F6A,#AAD5C1,#F9C8A4
2017-08-01,10,795,32,#D44368,#AAD5C1,#F9C8A4
2017-08-01,10,800,33,#D44368,#AAD5C1,#F9C8A4
2017-08-01,10,805,20,#D33F6A,#AAD5C1,#F9C8A4
2017-08-01,10,810,31,#D44368,#AAD5C1,#F9C8A4
2017-08-01,10,815,10,#D33F6A,#AAD5C1,#F9C8A4
2017-08-01,12,630,9,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,650,10,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,670,12,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,680,12,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,685,17,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,695,14,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,700,19,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,705,14,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,710,15,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,715,19,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,720,14,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,725,29,#D44368,#A1CFBB,#F9C39D
2017-08-01,12,730,33,#D44368,#A1CFBB,#F9C39D
2017-08-01,12,735,26,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,740,25,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,745,24,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,12,750,33,#D44368,#A1CFBB,#F9C39D
2017-08-01,12,755,43,#D44368,#A1CFBB,#F9C39D
2017-08-01,12,760,50,#D54766,#A1CFBB,#F9C39D
2017-08-01,12,765,58,#D54766,#A1CFBB,#F9C39D
2017-08-01,12,770,61,#D54766,#A1CFBB,#F9C39D
2017-08-01,12,775,71,#D64A65,#A1CFBB,#F9C39D
2017-08-01,12,780,78,#D64A65,#A1CFBB,#F9C39D
2017-08-01,12,785,102,#D85161,#A1CFBB,#F9C39D
2017-08-01,12,790,126,#D9545F,#A1CFBB,#F9C39D
2017-08-01,12,795,121,#D9545F,#A1CFBB,#F9C39D
2017-08-01,12,800,157,#DB5A5B,#A1CFBB,#F9C39D
2017-08-01,12,805,121,#D9545F,#A1CFBB,#F9C39D
2017-08-01,12,810,148,#DA575D,#A1CFBB,#F9C39D
2017-08-01,12,815,66,#D64A65,#A1CFBB,#F9C39D
2017-08-01,12,820,34,#D44368,#A1CFBB,#F9C39D
2017-08-01,12,825,13,#D33F6A,#A1CFBB,#F9C39D
2017-08-01,14,705,11,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,710,11,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,715,17,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,725,11,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,730,14,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,735,9,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,740,19,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,745,20,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,750,15,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,755,20,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,760,14,#D33F6A,#98C9B6,#F9BE97
2017-08-01,14,765,27,#D44368,#98C9B6,#F9BE97
2017-08-01,14,770,34,#D44368,#98C9B6,#F9BE97
2017-08-01,14,775,35,#D44368,#98C9B6,#F9BE97
2017-08-01,14,780,54,#D54766,#98C9B6,#F9BE97
2017-08-01,14,785,63,#D64A65,#98C9B6,#F9BE97
2017-08-01,14,790,62,#D54766,#98C9B6,#F9BE97
2017-08-01,14,795,64,#D64A65,#98C9B6,#F9BE97
2017-08-01,14,800,88,#D74D63,#98C9B6,#F9BE97
2017-08-01,14,805,68,#D64A65,#98C9B6,#F9BE97
2017-08-01,14,810,88,#D74D63,#98C9B6,#F9BE97
2017-08-01,14,815,41,#D44368,#98C9B6,#F9BE97
2017-08-01,14,820,19,#D33F6A,#98C9B6,#F9BE97
2017-08-01,16,625,14,#D33F6A,#8EC3B0,#F8B990
2017-08-01,16,635,14,#D33F6A,#8EC3B0,#F8B990
2017-08-01,16,640,14,#D33F6A,#8EC3B0,#F8B990
2017-08-01,16,645,17,#D33F6A,#8EC3B0,#F8B990
2017-08-01,16,650,18,#D33F6A,#8EC3B0,#F8B990
2017-08-01,16,655,16,#D33F6A,#8EC3B0,#F8B990
2017-08-01,16,660,21,#D33F6A,#8EC3B0,#F8B990
2017-08-01,16,665,27,#D44368,#8EC3B0,#F8B990
2017-08-01,16,670,21,#D33F6A,#8EC3B0,#F8B990
2017-08-01,16,675,17,#D33F6A,#8EC3B0,#F8B990
2017-08-01,16,680,29,#D44368,#8EC3B0,#F8B990
2017-08-01,16,685,31,#D44368,#8EC3B0,#F8B990
2017-08-01,16,690,40,#D44368,#8EC3B0,#F8B990
2017-08-01,16,695,43,#D44368,#8EC3B0,#F8B990
2017-08-01,16,700,49,#D54766,#8EC3B0,#F8B990
2017-08-01,16,705,54,#D54766,#8EC3B0,#F8B990
2017-08-01,16,710,53,#D54766,#8EC3B0,#F8B990
2017-08-01,16,715,59,#D54766,#8EC3B0,#F8B990
2017-08-01,16,720,65,#D64A65,#8EC3B0,#F8B990
2017-08-01,16,725,92,#D74D63,#8EC3B0,#F8B990
2017-08-01,16,730,66,#D64A65,#8EC3B0,#F8B990
2017-08-01,16,735,69,#D64A65,#8EC3B0,#F8B990
2017-08-01,16,740,76,#D64A65,#8EC3B0,#F8B990
2017-08-01,16,745,73,#D64A65,#8EC3B0,#F8B990
2017-08-01,16,750,93,#D74D63,#8EC3B0,#F8B990
2017-08-01,16,755,96,#D74D63,#8EC3B0,#F8B990
2017-08-01,16,760,102,#D85161,#8EC3B0,#F8B990
2017-08-01,16,765,139,#DA575D,#8EC3B0,#F8B990
2017-08-01,16,770,156,#DB5A5B,#8EC3B0,#F8B990
2017-08-01,16,775,159,#DB5A5B,#8EC3B0,#F8B990
2017-08-01,16,780,209,#DE6355,#8EC3B0,#F8B990
2017-08-01,16,785,232,#DF6653,#8EC3B0,#F8B990
2017-08-01,16,790,284,#E16F4D,#8EC3B0,#F8B990
2017-08-01,16,795,346,#E37846,#8EC3B0,#F8B990
2017-08-01,16,800,368,#E57D42,#8EC3B0,#F8B990
2017-08-01,16,805,305,#E2724B,#8EC3B0,#F8B990
2017-08-01,16,810,345,#E37846,#8EC3B0,#F8B990
2017-08-01,16,815,168,#DB5A5B,#8EC3B0,#F8B990
2017-08-01,16,820,66,#D64A65,#8EC3B0,#F8B990
2017-08-01,16,825,14,#D33F6A,#8EC3B0,#F8B990
2017-08-01,18,635,10,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,655,13,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,665,9,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,670,13,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,675,12,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,680,14,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,685,11,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,690,22,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,695,18,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,700,19,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,705,25,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,710,22,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,715,27,#D44368,#85BDAB,#F8B489
2017-08-01,18,720,31,#D44368,#85BDAB,#F8B489
2017-08-01,18,725,35,#D44368,#85BDAB,#F8B489
2017-08-01,18,730,28,#D44368,#85BDAB,#F8B489
2017-08-01,18,735,25,#D33F6A,#85BDAB,#F8B489
2017-08-01,18,740,40,#D44368,#85BDAB,#F8B489
2017-08-01,18,745,47,#D54766,#85BDAB,#F8B489
2017-08-01,18,750,47,#D54766,#85BDAB,#F8B489
2017-08-01,18,755,46,#D54766,#85BDAB,#F8B489
2017-08-01,18,760,77,#D64A65,#85BDAB,#F8B489
2017-08-01,18,765,53,#D54766,#85BDAB,#F8B489
2017-08-01,18,770,67,#D64A65,#85BDAB,#F8B489
2017-08-01,18,775,97,#D74D63,#85BDAB,#F8B489
2017-08-01,18,780,108,#D85161,#85BDAB,#F8B489
2017-08-01,18,785,101,#D85161,#85BDAB,#F8B489
2017-08-01,18,790,137,#DA575D,#85BDAB,#F8B489
2017-08-01,18,795,138,#DA575D,#85BDAB,#F8B489
2017-08-01,18,800,165,#DB5A5B,#85BDAB,#F8B489
2017-08-01,18,805,160,#DB5A5B,#85BDAB,#F8B489
2017-08-01,18,810,134,#DA575D,#85BDAB,#F8B489
2017-08-01,18,815,79,#D64A65,#85BDAB,#F8B489
2017-08-01,18,820,23,#D33F6A,#85BDAB,#F8B489
2017-08-01,20,620,11,#D33F6A,#7BB7A6,#F7AE83
2017-08-01,20,625,26,#D33F6A,#7BB7A6,#F7AE83
2017-08-01,20,630,20,#D33F6A,#7BB7A6,#F7AE83
2017-08-01,20,635,28,#D44368,#7BB7A6,#F7AE83
2017-08-01,20,640,18,#D33F6A,#7BB7A6,#F7AE83
2017-08-01,20,645,35,#D44368,#7BB7A6,#F7AE83
2017-08-01,20,650,31,#D44368,#7BB7A6,#F7AE83
2017-08-01,20,655,21,#D33F6A,#7BB7A6,#F7AE83
2017-08-01,20,660,37,#D44368,#7BB7A6,#F7AE83
2017-08-01,20,665,56,#D54766,#7BB7A6,#F7AE83
2017-08-01,20,670,47,#D54766,#7BB7A6,#F7AE83
2017-08-01,20,675,66,#D64A65,#7BB7A6,#F7AE83
2017-08-01,20,680,69,#D64A65,#7BB7A6,#F7AE83
2017-08-01,20,685,71,#D64A65,#7BB7A6,#F7AE83
2017-08-01,20,690,84,#D74D63,#7BB7A6,#F7AE83
2017-08-01,20,695,81,#D74D63,#7BB7A6,#F7AE83
2017-08-01,20,700,100,#D85161,#7BB7A6,#F7AE83
2017-08-01,20,705,104,#D85161,#7BB7A6,#F7AE83
2017-08-01,20,710,127,#D9545F,#7BB7A6,#F7AE83
2017-08-01,20,715,137,#DA575D,#7BB7A6,#F7AE83
2017-08-01,20,720,138,#DA575D,#7BB7A6,#F7AE83
2017-08-01,20,725,132,#D9545F,#7BB7A6,#F7AE83
2017-08-01,20,730,124,#D9545F,#7BB7A6,#F7AE83
2017-08-01,20,735,136,#DA575D,#7BB7A6,#F7AE83
2017-08-01,20,740,170,#DC5D59,#7BB7A6,#F7AE83
2017-08-01,20,745,167,#DB5A5B,#7BB7A6,#F7AE83
2017-08-01,20,750,188,#DD6057,#7BB7A6,#F7AE83
2017-08-01,20,755,220,#DE6355,#7BB7A6,#F7AE83
2017-08-01,20,760,255,#E06951,#7BB7A6,#F7AE83
2017-08-01,20,765,277,#E16F4D,#7BB7A6,#F7AE83
2017-08-01,20,770,277,#E16F4D,#7BB7A6,#F7AE83
2017-08-01,20,775,367,#E57D42,#7BB7A6,#F7AE83
2017-08-01,20,780,409,#E6833D,#7BB7A6,#F7AE83
2017-08-01,20,785,439,#E78839,#7BB7A6,#F7AE83
2017-08-01,20,790,501,#E89132,#7BB7A6,#F7AE83
2017-08-01,20,795,571,#E99C2B,#7BB7A6,#F7AE83
2017-08-01,20,800,642,#EAA728,#7BB7A6,#F7AE83
2017-08-01,20,805,511,#E89430,#7BB7A6,#F7AE83
2017-08-01,20,810,555,#E9992D,#7BB7A6,#F7AE83
2017-08-01,20,815,277,#E16F4D,#7BB7A6,#F7AE83
2017-08-01,20,820,81,#D74D63,#7BB7A6,#F7AE83
2017-08-01,20,825,25,#D33F6A,#7BB7A6,#F7AE83
2017-08-01,22,635,11,#D33F6A,#72B1A1,#F7A97D
2017-08-01,22,645,23,#D33F6A,#72B1A1,#F7A97D
2017-08-01,22,650,15,#D33F6A,#72B1A1,#F7A97D
2017-08-01,22,655,16,#D33F6A,#72B1A1,#F7A97D
2017-08-01,22,660,19,#D33F6A,#72B1A1,#F7A97D
2017-08-01,22,665,23,#D33F6A,#72B1A1,#F7A97D
2017-08-01,22,670,32,#D44368,#72B1A1,#F7A97D
2017-08-01,22,675,17,#D33F6A,#72B1A1,#F7A97D
2017-08-01,22,680,25,#D33F6A,#72B1A1,#F7A97D
2017-08-01,22,685,32,#D44368,#72B1A1,#F7A97D
2017-08-01,22,690,35,#D44368,#72B1A1,#F7A97D
2017-08-01,22,695,39,#D44368,#72B1A1,#F7A97D
2017-08-01,22,700,36,#D44368,#72B1A1,#F7A97D
2017-08-01,22,705,42,#D44368,#72B1A1,#F7A97D
2017-08-01,22,710,53,#D54766,#72B1A1,#F7A97D
2017-08-01,22,715,62,#D54766,#72B1A1,#F7A97D
2017-08-01,22,720,54,#D54766,#72B1A1,#F7A97D
2017-08-01,22,725,75,#D64A65,#72B1A1,#F7A97D
2017-08-01,22,730,59,#D54766,#72B1A1,#F7A97D
2017-08-01,22,735,48,#D54766,#72B1A1,#F7A97D
2017-08-01,22,740,82,#D74D63,#72B1A1,#F7A97D
2017-08-01,22,745,73,#D64A65,#72B1A1,#F7A97D
2017-08-01,22,750,88,#D74D63,#72B1A1,#F7A97D
2017-08-01,22,755,73,#D64A65,#72B1A1,#F7A97D
2017-08-01,22,760,117,#D9545F,#72B1A1,#F7A97D
2017-08-01,22,765,116,#D9545F,#72B1A1,#F7A97D
2017-08-01,22,770,142,#DA575D,#72B1A1,#F7A97D
2017-08-01,22,775,137,#DA575D,#72B1A1,#F7A97D
2017-08-01,22,780,151,#DB5A5B,#72B1A1,#F7A97D
2017-08-01,22,785,188,#DD6057,#72B1A1,#F7A97D
2017-08-01,22,790,195,#DD6057,#72B1A1,#F7A97D
2017-08-01,22,795,184,#DC5D59,#72B1A1,#F7A97D
2017-08-01,22,800,230,#DF6653,#72B1A1,#F7A97D
2017-08-01,22,805,196,#DD6057,#72B1A1,#F7A97D
2017-08-01,22,810,187,#DD6057,#72B1A1,#F7A97D
2017-08-01,22,815,117,#D9545F,#72B1A1,#F7A97D
2017-08-01,22,820,41,#D44368,#72B1A1,#F7A97D
2017-08-01,24,620,21,#D33F6A,#68AA9C,#F6A376
2017-08-01,24,625,37,#D44368,#68AA9C,#F6A376
2017-08-01,24,630,53,#D54766,#68AA9C,#F6A376
2017-08-01,24,635,47,#D54766,#68AA9C,#F6A376
2017-08-01,24,640,43,#D44368,#68AA9C,#F6A376
2017-08-01,24,645,71,#D64A65,#68AA9C,#F6A376
2017-08-01,24,650,75,#D64A65,#68AA9C,#F6A376
2017-08-01,24,655,75,#D64A65,#68AA9C,#F6A376
2017-08-01,24,660,64,#D64A65,#68AA9C,#F6A376
2017-08-01,24,665,81,#D74D63,#68AA9C,#F6A376
2017-08-01,24,670,108,#D85161,#68AA9C,#F6A376
2017-08-01,24,675,99,#D85161,#68AA9C,#F6A376
2017-08-01,24,680,121,#D9545F,#68AA9C,#F6A376
2017-08-01,24,685,127,#D9545F,#68AA9C,#F6A376
2017-08-01,24,690,127,#D9545F,#68AA9C,#F6A376
2017-08-01,24,695,161,#DB5A5B,#68AA9C,#F6A376
2017-08-01,24,700,183,#DC5D59,#68AA9C,#F6A376
2017-08-01,24,705,195,#DD6057,#68AA9C,#F6A376
2017-08-01,24,710,199,#DD6057,#68AA9C,#F6A376
2017-08-01,24,715,204,#DD6057,#68AA9C,#F6A376
2017-08-01,24,720,224,#DF6653,#68AA9C,#F6A376
2017-08-01,24,725,248,#E06951,#68AA9C,#F6A376
2017-08-01,24,730,246,#E06951,#68AA9C,#F6A376
2017-08-01,24,735,250,#E06951,#68AA9C,#F6A376
2017-08-01,24,740,262,#E06C4F,#68AA9C,#F6A376
2017-08-01,24,745,294,#E2724B,#68AA9C,#F6A376
2017-08-01,24,750,336,#E37846,#68AA9C,#F6A376
2017-08-01,24,755,365,#E57D42,#68AA9C,#F6A376
2017-08-01,24,760,402,#E6833D,#68AA9C,#F6A376
2017-08-01,24,765,414,#E6833D,#68AA9C,#F6A376
2017-08-01,24,770,413,#E6833D,#68AA9C,#F6A376
2017-08-01,24,775,505,#E89132,#68AA9C,#F6A376
2017-08-01,24,780,589,#E99E2A,#68AA9C,#F6A376
2017-08-01,24,785,646,#EAA728,#68AA9C,#F6A376
2017-08-01,24,790,723,#E9B42C,#68AA9C,#F6A376
2017-08-01,24,795,715,#EAB12A,#68AA9C,#F6A376
2017-08-01,24,800,879,#E7CC48,#68AA9C,#F6A376
2017-08-01,24,805,646,#EAA728,#68AA9C,#F6A376
2017-08-01,24,810,626,#EAA428,#68AA9C,#F6A376
2017-08-01,24,815,417,#E6833D,#68AA9C,#F6A376
2017-08-01,24,820,117,#D9545F,#68AA9C,#F6A376
2017-08-01,24,825,26,#D33F6A,#68AA9C,#F6A376
2017-08-01,26,620,12,#D33F6A,#5FA498,#F69E70
2017-08-01,26,625,10,#D33F6A,#5FA498,#F69E70
2017-08-01,26,630,14,#D33F6A,#5FA498,#F69E70
2017-08-01,26,635,19,#D33F6A,#5FA498,#F69E70
2017-08-01,26,640,21,#D33F6A,#5FA498,#F69E70
2017-08-01,26,645,32,#D44368,#5FA498,#F69E70
2017-08-01,26,650,20,#D33F6A,#5FA498,#F69E70
2017-08-01,26,655,37,#D44368,#5FA498,#F69E70
2017-08-01,26,660,32,#D44368,#5FA498,#F69E70
2017-08-01,26,665,37,#D44368,#5FA498,#F69E70
2017-08-01,26,670,47,#D54766,#5FA498,#F69E70
2017-08-01,26,675,54,#D54766,#5FA498,#F69E70
2017-08-01,26,680,51,#D54766,#5FA498,#F69E70
2017-08-01,26,685,62,#D54766,#5FA498,#F69E70
2017-08-01,26,690,56,#D54766,#5FA498,#F69E70
2017-08-01,26,695,65,#D64A65,#5FA498,#F69E70
2017-08-01,26,700,64,#D64A65,#5FA498,#F69E70
2017-08-01,26,705,87,#D74D63,#5FA498,#F69E70
2017-08-01,26,710,75,#D64A65,#5FA498,#F69E70
2017-08-01,26,715,106,#D85161,#5FA498,#F69E70
2017-08-01,26,720,76,#D64A65,#5FA498,#F69E70
2017-08-01,26,725,89,#D74D63,#5FA498,#F69E70
2017-08-01,26,730,101,#D85161,#5FA498,#F69E70
2017-08-01,26,735,114,#D85161,#5FA498,#F69E70
2017-08-01,26,740,100,#D85161,#5FA498,#F69E70
2017-08-01,26,745,111,#D85161,#5FA498,#F69E70
2017-08-01,26,750,130,#D9545F,#5FA498,#F69E70
2017-08-01,26,755,123,#D9545F,#5FA498,#F69E70
2017-08-01,26,760,147,#DA575D,#5FA498,#F69E70
2017-08-01,26,765,152,#DB5A5B,#5FA498,#F69E70
2017-08-01,26,770,165,#DB5A5B,#5FA498,#F69E70
2017-08-01,26,775,164,#DB5A5B,#5FA498,#F69E70
2017-08-01,26,780,213,#DE6355,#5FA498,#F69E70
2017-08-01,26,785,232,#DF6653,#5FA498,#F69E70
2017-08-01,26,790,260,#E06C4F,#5FA498,#F69E70
2017-08-01,26,795,238,#DF6653,#5FA498,#F69E70
2017-08-01,26,800,302,#E2724B,#5FA498,#F69E70
2017-08-01,26,805,223,#DF6653,#5FA498,#F69E70
2017-08-01,26,810,228,#DF6653,#5FA498,#F69E70
2017-08-01,26,815,141,#DA575D,#5FA498,#F69E70
2017-08-01,26,820,27,#D44368,#5FA498,#F69E70
2017-08-01,28,620,31,#D44368,#559E93,#F5986A
2017-08-01,28,625,62,#D54766,#559E93,#F5986A
2017-08-01,28,630,51,#D54766,#559E93,#F5986A
2017-08-01,28,635,55,#D54766,#559E93,#F5986A
2017-08-01,28,640,81,#D74D63,#559E93,#F5986A
2017-08-01,28,645,115,#D85161,#559E93,#F5986A
2017-08-01,28,650,108,#D85161,#559E93,#F5986A
2017-08-01,28,655,109,#D85161,#559E93,#F5986A
2017-08-01,28,660,108,#D85161,#559E93,#F5986A
2017-08-01,28,665,136,#DA575D,#559E93,#F5986A
2017-08-01,28,670,136,#DA575D,#559E93,#F5986A
2017-08-01,28,675,149,#DA575D,#559E93,#F5986A
2017-08-01,28,680,175,#DC5D59,#559E93,#F5986A
2017-08-01,28,685,217,#DE6355,#559E93,#F5986A
2017-08-01,28,690,242,#E06951,#559E93,#F5986A
2017-08-01,28,695,235,#DF6653,#559E93,#F5986A
2017-08-01,28,700,251,#E06951,#559E93,#F5986A
2017-08-01,28,705,275,#E06C4F,#559E93,#F5986A
2017-08-01,28,710,269,#E06C4F,#559E93,#F5986A
2017-08-01,28,715,345,#E37846,#559E93,#F5986A
2017-08-01,28,720,349,#E47A44,#559E93,#F5986A
2017-08-01,28,725,360,#E47A44,#559E93,#F5986A
2017-08-01,28,730,353,#E47A44,#559E93,#F5986A
2017-08-01,28,735,376,#E57D42,#559E93,#F5986A
2017-08-01,28,740,355,#E47A44,#559E93,#F5986A
2017-08-01,28,745,393,#E5803F,#559E93,#F5986A
2017-08-01,28,750,450,#E78839,#559E93,#F5986A
2017-08-01,28,755,506,#E89430,#559E93,#F5986A
2017-08-01,28,760,478,#E88E34,#559E93,#F5986A
2017-08-01,28,765,576,#E99C2B,#559E93,#F5986A
2017-08-01,28,770,560,#E99C2B,#559E93,#F5986A
2017-08-01,28,775,697,#EAAF29,#559E93,#F5986A
2017-08-01,28,780,694,#EAAF29,#559E93,#F5986A
2017-08-01,28,785,807,#E9BF36,#559E93,#F5986A
2017-08-01,28,790,802,#E9BF36,#559E93,#F5986A
2017-08-01,28,795,846,#E8C740,#559E93,#F5986A
2017-08-01,28,800,948,#E6D356,#559E93,#F5986A
2017-08-01,28,805,695,#EAAF29,#559E93,#F5986A
2017-08-01,28,810,684,#EAAF29,#559E93,#F5986A
2017-08-01,28,815,381,#E57D42,#559E93,#F5986A
2017-08-01,28,820,102,#D85161,#559E93,#F5986A
2017-08-01,28,825,22,#D33F6A,#559E93,#F5986A
2017-08-01,30,620,13,#D33F6A,#4B988F,#F49265
2017-08-01,30,625,23,#D33F6A,#4B988F,#F49265
2017-08-01,30,630,30,#D44368,#4B988F,#F49265
2017-08-01,30,635,22,#D33F6A,#4B988F,#F49265
2017-08-01,30,640,32,#D44368,#4B988F,#F49265
2017-08-01,30,645,37,#D44368,#4B988F,#F49265
2017-08-01,30,650,38,#D44368,#4B988F,#F49265
2017-08-01,30,655,43,#D44368,#4B988F,#F49265
2017-08-01,30,660,70,#D64A65,#4B988F,#F49265
2017-08-01,30,665,44,#D44368,#4B988F,#F49265
2017-08-01,30,670,61,#D54766,#4B988F,#F49265
2017-08-01,30,675,45,#D54766,#4B988F,#F49265
2017-08-01,30,680,88,#D74D63,#4B988F,#F49265
2017-08-01,30,685,63,#D64A65,#4B988F,#F49265
2017-08-01,30,690,86,#D74D63,#4B988F,#F49265
2017-08-01,30,695,90,#D74D63,#4B988F,#F49265
2017-08-01,30,700,97,#D74D63,#4B988F,#F49265
2017-08-01,30,705,121,#D9545F,#4B988F,#F49265
2017-08-01,30,710,101,#D85161,#4B988F,#F49265
2017-08-01,30,715,121,#D9545F,#4B988F,#F49265
2017-08-01,30,720,118,#D9545F,#4B988F,#F49265
2017-08-01,30,725,143,#DA575D,#4B988F,#F49265
2017-08-01,30,730,138,#DA575D,#4B988F,#F49265
2017-08-01,30,735,151,#DB5A5B,#4B988F,#F49265
2017-08-01,30,740,135,#DA575D,#4B988F,#F49265
2017-08-01,30,745,144,#DA575D,#4B988F,#F49265
2017-08-01,30,750,165,#DB5A5B,#4B988F,#F49265
2017-08-01,30,755,172,#DC5D59,#4B988F,#F49265
2017-08-01,30,760,190,#DD6057,#4B988F,#F49265
2017-08-01,30,765,195,#DD6057,#4B988F,#F49265
2017-08-01,30,770,194,#DD6057,#4B988F,#F49265
2017-08-01,30,775,240,#E06951,#4B988F,#F49265
2017-08-01,30,780,222,#DF6653,#4B988F,#F49265
2017-08-01,30,785,215,#DE6355,#4B988F,#F49265
2017-08-01,30,790,249,#E06951,#4B988F,#F49265
2017-08-01,30,795,250,#E06951,#4B988F,#F49265
2017-08-01,30,800,303,#E2724B,#4B988F,#F49265
2017-08-01,30,805,234,#DF6653,#4B988F,#F49265
2017-08-01,30,810,213,#DE6355,#4B988F,#F49265
2017-08-01,30,815,139,#DA575D,#4B988F,#F49265
2017-08-01,30,820,41,#D44368,#4B988F,#F49265
2017-08-01,30,825,12,#D33F6A,#4B988F,#F49265
2017-08-01,32,620,40,#D44368,#40928A,#F48C5F
2017-08-01,32,625,58,#D54766,#40928A,#F48C5F
2017-08-01,32,630,70,#D64A65,#40928A,#F48C5F
2017-08-01,32,635,88,#D74D63,#40928A,#F48C5F
2017-08-01,32,640,98,#D85161,#40928A,#F48C5F
2017-08-01,32,645,143,#DA575D,#40928A,#F48C5F
2017-08-01,32,650,132,#D9545F,#40928A,#F48C5F
2017-08-01,32,655,147,#DA575D,#40928A,#F48C5F
2017-08-01,32,660,152,#DB5A5B,#40928A,#F48C5F
2017-08-01,32,665,185,#DC5D59,#40928A,#F48C5F
2017-08-01,32,670,225,#DF6653,#40928A,#F48C5F
2017-08-01,32,675,227,#DF6653,#40928A,#F48C5F
2017-08-01,32,680,260,#E06C4F,#40928A,#F48C5F
2017-08-01,32,685,268,#E06C4F,#40928A,#F48C5F
2017-08-01,32,690,300,#E2724B,#40928A,#F48C5F
2017-08-01,32,695,340,#E37846,#40928A,#F48C5F
2017-08-01,32,700,351,#E47A44,#40928A,#F48C5F
2017-08-01,32,705,424,#E6863B,#40928A,#F48C5F
2017-08-01,32,710,403,#E6833D,#40928A,#F48C5F
2017-08-01,32,715,436,#E78839,#40928A,#F48C5F
2017-08-01,32,720,434,#E6863B,#40928A,#F48C5F
2017-08-01,32,725,473,#E88E34,#40928A,#F48C5F
2017-08-01,32,730,469,#E78B36,#40928A,#F48C5F
2017-08-01,32,735,446,#E78839,#40928A,#F48C5F
2017-08-01,32,740,522,#E89430,#40928A,#F48C5F
2017-08-01,32,745,509,#E89430,#40928A,#F48C5F
2017-08-01,32,750,537,#E9962E,#40928A,#F48C5F
2017-08-01,32,755,575,#E99C2B,#40928A,#F48C5F
2017-08-01,32,760,630,#EAA728,#40928A,#F48C5F
2017-08-01,32,765,667,#EAAC28,#40928A,#F48C5F
2017-08-01,32,770,651,#EAA928,#40928A,#F48C5F
2017-08-01,32,775,723,#E9B42C,#40928A,#F48C5F
2017-08-01,32,780,831,#E8C43D,#40928A,#F48C5F
2017-08-01,32,785,840,#E8C43D,#40928A,#F48C5F
2017-08-01,32,790,881,#E7CC48,#40928A,#F48C5F
2017-08-01,32,795,868,#E7C944,#40928A,#F48C5F
2017-08-01,32,800,945,#E6D356,#40928A,#F48C5F
2017-08-01,32,805,720,#E9B42C,#40928A,#F48C5F
2017-08-01,32,810,697,#EAAF29,#40928A,#F48C5F
2017-08-01,32,815,407,#E6833D,#40928A,#F48C5F
2017-08-01,32,820,103,#D85161,#40928A,#F48C5F
2017-08-01,32,825,32,#D44368,#40928A,#F48C5F
2017-08-01,34,620,16,#D33F6A,#358C86,#F3865A
2017-08-01,34,625,22,#D33F6A,#358C86,#F3865A
2017-08-01,34,630,34,#D44368,#358C86,#F3865A
2017-08-01,34,635,27,#D44368,#358C86,#F3865A
2017-08-01,34,640,41,#D44368,#358C86,#F3865A
2017-08-01,34,645,54,#D54766,#358C86,#F3865A
2017-08-01,34,650,51,#D54766,#358C86,#F3865A
2017-08-01,34,655,39,#D44368,#358C86,#F3865A
