Origination Date,DTI,FICO,Number of Loans,color,greenDTI,redDTI
2017-03-01,8,815,11,#D33F6A,#B4DCC7,#F9CDAB
2017-03-01,10,755,8,#D33F6A,#AAD5C1,#F9C8A4
2017-03-01,10,770,17,#D33F6A,#AAD5C1,#F9C8A4
2017-03-01,10,775,14,#D33F6A,#AAD5C1,#F9C8A4
2017-03-01,10,785,19,#D33F6A,#AAD5C1,#F9C8A4
2017-03-01,10,790,17,#D33F6A,#AAD5C1,#F9C8A4
2017-03-01,10,795,17,#D33F6A,#AAD5C1,#F9C8A4
2017-03-01,10,800,21,#D33F6A,#AAD5C1,#F9C8A4
2017-03-01,10,805,20,#D33F6A,#AAD5C1,#F9C8A4
2017-03-01,10,810,32,#D44368,#AAD5C1,#F9C8A4
2017-03-01,12,665,9,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,670,10,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,675,10,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,685,10,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,690,10,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,695,10,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,700,21,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,705,15,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,710,20,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,715,15,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,720,24,#D44368,#A1CFBB,#F9C39D
2017-03-01,12,725,18,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,12,730,28,#D44368,#A1CFBB,#F9C39D
2017-03-01,12,735,25,#D44368,#A1CFBB,#F9C39D
2017-03-01,12,740,26,#D44368,#A1CFBB,#F9C39D
2017-03-01,12,745,34,#D44368,#A1CFBB,#F9C39D
2017-03-01,12,750,29,#D44368,#A1CFBB,#F9C39D
2017-03-01,12,755,45,#D54766,#A1CFBB,#F9C39D
2017-03-01,12,760,37,#D44368,#A1CFBB,#F9C39D
2017-03-01,12,765,45,#D54766,#A1CFBB,#F9C39D
2017-03-01,12,770,45,#D54766,#A1CFBB,#F9C39D
2017-03-01,12,775,66,#D64A65,#A1CFBB,#F9C39D
2017-03-01,12,780,83,#D74D63,#A1CFBB,#F9C39D
2017-03-01,12,785,87,#D85161,#A1CFBB,#F9C39D
2017-03-01,12,790,115,#DA575D,#A1CFBB,#F9C39D
2017-03-01,12,795,132,#DB5A5B,#A1CFBB,#F9C39D
2017-03-01,12,800,148,#DC5D59,#A1CFBB,#F9C39D
2017-03-01,12,805,115,#DA575D,#A1CFBB,#F9C39D
2017-03-01,12,810,117,#DA575D,#A1CFBB,#F9C39D
2017-03-01,12,815,66,#D64A65,#A1CFBB,#F9C39D
2017-03-01,12,820,17,#D33F6A,#A1CFBB,#F9C39D
2017-03-01,14,695,10,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,705,16,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,710,10,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,715,15,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,720,15,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,725,10,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,730,12,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,735,23,#D44368,#98C9B6,#F9BE97
2017-03-01,14,740,9,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,745,15,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,750,15,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,755,26,#D44368,#98C9B6,#F9BE97
2017-03-01,14,760,15,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,765,19,#D33F6A,#98C9B6,#F9BE97
2017-03-01,14,770,25,#D44368,#98C9B6,#F9BE97
2017-03-01,14,775,31,#D44368,#98C9B6,#F9BE97
2017-03-01,14,780,44,#D54766,#98C9B6,#F9BE97
2017-03-01,14,785,51,#D54766,#98C9B6,#F9BE97
2017-03-01,14,790,48,#D54766,#98C9B6,#F9BE97
2017-03-01,14,795,60,#D64A65,#98C9B6,#F9BE97
2017-03-01,14,800,97,#D85161,#98C9B6,#F9BE97
2017-03-01,14,805,61,#D64A65,#98C9B6,#F9BE97
2017-03-01,14,810,67,#D64A65,#98C9B6,#F9BE97
2017-03-01,14,815,33,#D44368,#98C9B6,#F9BE97
2017-03-01,14,820,14,#D33F6A,#98C9B6,#F9BE97
2017-03-01,16,625,10,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,630,8,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,640,14,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,645,18,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,650,13,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,655,13,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,660,16,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,665,19,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,670,18,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,675,20,#D33F6A,#8EC3B0,#F8B990
2017-03-01,16,680,25,#D44368,#8EC3B0,#F8B990
2017-03-01,16,685,32,#D44368,#8EC3B0,#F8B990
2017-03-01,16,690,26,#D44368,#8EC3B0,#F8B990
2017-03-01,16,695,40,#D54766,#8EC3B0,#F8B990
2017-03-01,16,700,42,#D54766,#8EC3B0,#F8B990
2017-03-01,16,705,50,#D54766,#8EC3B0,#F8B990
2017-03-01,16,710,48,#D54766,#8EC3B0,#F8B990
2017-03-01,16,715,58,#D64A65,#8EC3B0,#F8B990
2017-03-01,16,720,59,#D64A65,#8EC3B0,#F8B990
2017-03-01,16,725,66,#D64A65,#8EC3B0,#F8B990
2017-03-01,16,730,67,#D64A65,#8EC3B0,#F8B990
2017-03-01,16,735,64,#D64A65,#8EC3B0,#F8B990
2017-03-01,16,740,76,#D74D63,#8EC3B0,#F8B990
2017-03-01,16,745,63,#D64A65,#8EC3B0,#F8B990
2017-03-01,16,750,74,#D74D63,#8EC3B0,#F8B990
2017-03-01,16,755,99,#D85161,#8EC3B0,#F8B990
2017-03-01,16,760,116,#DA575D,#8EC3B0,#F8B990
2017-03-01,16,765,145,#DC5D59,#8EC3B0,#F8B990
2017-03-01,16,770,158,#DC5D59,#8EC3B0,#F8B990
2017-03-01,16,775,150,#DC5D59,#8EC3B0,#F8B990
2017-03-01,16,780,210,#E06951,#8EC3B0,#F8B990
2017-03-01,16,785,216,#E06951,#8EC3B0,#F8B990
2017-03-01,16,790,243,#E16F4D,#8EC3B0,#F8B990
2017-03-01,16,795,290,#E37846,#8EC3B0,#F8B990
2017-03-01,16,800,329,#E5803F,#8EC3B0,#F8B990
2017-03-01,16,805,248,#E16F4D,#8EC3B0,#F8B990
2017-03-01,16,810,317,#E57D42,#8EC3B0,#F8B990
2017-03-01,16,815,157,#DC5D59,#8EC3B0,#F8B990
2017-03-01,16,820,57,#D64A65,#8EC3B0,#F8B990
2017-03-01,16,825,22,#D33F6A,#8EC3B0,#F8B990
2017-03-01,18,630,9,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,635,10,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,650,8,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,660,9,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,665,13,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,670,13,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,675,18,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,680,15,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,685,17,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,690,14,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,695,20,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,700,25,#D44368,#85BDAB,#F8B489
2017-03-01,18,705,22,#D33F6A,#85BDAB,#F8B489
2017-03-01,18,710,23,#D44368,#85BDAB,#F8B489
2017-03-01,18,715,23,#D44368,#85BDAB,#F8B489
2017-03-01,18,720,26,#D44368,#85BDAB,#F8B489
2017-03-01,18,725,30,#D44368,#85BDAB,#F8B489
2017-03-01,18,730,38,#D44368,#85BDAB,#F8B489
2017-03-01,18,735,33,#D44368,#85BDAB,#F8B489
2017-03-01,18,740,23,#D44368,#85BDAB,#F8B489
2017-03-01,18,745,34,#D44368,#85BDAB,#F8B489
2017-03-01,18,750,39,#D54766,#85BDAB,#F8B489
2017-03-01,18,755,33,#D44368,#85BDAB,#F8B489
2017-03-01,18,760,51,#D54766,#85BDAB,#F8B489
2017-03-01,18,765,48,#D54766,#85BDAB,#F8B489
2017-03-01,18,770,70,#D74D63,#85BDAB,#F8B489
2017-03-01,18,775,85,#D85161,#85BDAB,#F8B489
2017-03-01,18,780,76,#D74D63,#85BDAB,#F8B489
2017-03-01,18,785,108,#D9545F,#85BDAB,#F8B489
2017-03-01,18,790,109,#D9545F,#85BDAB,#F8B489
2017-03-01,18,795,126,#DA575D,#85BDAB,#F8B489
2017-03-01,18,800,128,#DA575D,#85BDAB,#F8B489
2017-03-01,18,805,103,#D9545F,#85BDAB,#F8B489
2017-03-01,18,810,140,#DB5A5B,#85BDAB,#F8B489
2017-03-01,18,815,64,#D64A65,#85BDAB,#F8B489
2017-03-01,18,820,22,#D33F6A,#85BDAB,#F8B489
2017-03-01,20,620,8,#D33F6A,#7BB7A6,#F7AE83
2017-03-01,20,625,18,#D33F6A,#7BB7A6,#F7AE83
2017-03-01,20,630,21,#D33F6A,#7BB7A6,#F7AE83
2017-03-01,20,635,32,#D44368,#7BB7A6,#F7AE83
2017-03-01,20,640,24,#D44368,#7BB7A6,#F7AE83
2017-03-01,20,645,31,#D44368,#7BB7A6,#F7AE83
2017-03-01,20,650,34,#D44368,#7BB7A6,#F7AE83
2017-03-01,20,655,41,#D54766,#7BB7A6,#F7AE83
2017-03-01,20,660,46,#D54766,#7BB7A6,#F7AE83
2017-03-01,20,665,41,#D54766,#7BB7A6,#F7AE83
2017-03-01,20,670,46,#D54766,#7BB7A6,#F7AE83
2017-03-01,20,675,52,#D54766,#7BB7A6,#F7AE83
2017-03-01,20,680,59,#D64A65,#7BB7A6,#F7AE83
2017-03-01,20,685,71,#D74D63,#7BB7A6,#F7AE83
2017-03-01,20,690,83,#D74D63,#7BB7A6,#F7AE83
2017-03-01,20,695,96,#D85161,#7BB7A6,#F7AE83
2017-03-01,20,700,88,#D85161,#7BB7A6,#F7AE83
2017-03-01,20,705,109,#D9545F,#7BB7A6,#F7AE83
2017-03-01,20,710,108,#D9545F,#7BB7A6,#F7AE83
2017-03-01,20,715,121,#DA575D,#7BB7A6,#F7AE83
2017-03-01,20,720,115,#DA575D,#7BB7A6,#F7AE83
2017-03-01,20,725,148,#DC5D59,#7BB7A6,#F7AE83
2017-03-01,20,730,125,#DA575D,#7BB7A6,#F7AE83
2017-03-01,20,735,115,#DA575D,#7BB7A6,#F7AE83
2017-03-01,20,740,136,#DB5A5B,#7BB7A6,#F7AE83
2017-03-01,20,745,160,#DC5D59,#7BB7A6,#F7AE83
2017-03-01,20,750,158,#DC5D59,#7BB7A6,#F7AE83
2017-03-01,20,755,197,#DF6653,#7BB7A6,#F7AE83
2017-03-01,20,760,207,#E06951,#7BB7A6,#F7AE83
2017-03-01,20,765,221,#E06951,#7BB7A6,#F7AE83
2017-03-01,20,770,265,#E2724B,#7BB7A6,#F7AE83
2017-03-01,20,775,303,#E47A44,#7BB7A6,#F7AE83
2017-03-01,20,780,377,#E78839,#7BB7A6,#F7AE83
2017-03-01,20,785,382,#E78839,#7BB7A6,#F7AE83
2017-03-01,20,790,459,#E9962E,#7BB7A6,#F7AE83
2017-03-01,20,795,481,#E99C2B,#7BB7A6,#F7AE83
2017-03-01,20,800,551,#EAA728,#7BB7A6,#F7AE83
2017-03-01,20,805,410,#E88E34,#7BB7A6,#F7AE83
2017-03-01,20,810,417,#E88E34,#7BB7A6,#F7AE83
2017-03-01,20,815,260,#E2724B,#7BB7A6,#F7AE83
2017-03-01,20,820,62,#D64A65,#7BB7A6,#F7AE83
2017-03-01,20,825,12,#D33F6A,#7BB7A6,#F7AE83
2017-03-01,22,625,10,#D33F6A,#72B1A1,#F7A97D
2017-03-01,22,635,9,#D33F6A,#72B1A1,#F7A97D
2017-03-01,22,640,11,#D33F6A,#72B1A1,#F7A97D
2017-03-01,22,645,13,#D33F6A,#72B1A1,#F7A97D
2017-03-01,22,650,11,#D33F6A,#72B1A1,#F7A97D
2017-03-01,22,655,19,#D33F6A,#72B1A1,#F7A97D
2017-03-01,22,660,25,#D44368,#72B1A1,#F7A97D
2017-03-01,22,665,24,#D44368,#72B1A1,#F7A97D
2017-03-01,22,670,16,#D33F6A,#72B1A1,#F7A97D
2017-03-01,22,675,31,#D44368,#72B1A1,#F7A97D
2017-03-01,22,680,28,#D44368,#72B1A1,#F7A97D
2017-03-01,22,685,43,#D54766,#72B1A1,#F7A97D
2017-03-01,22,690,28,#D44368,#72B1A1,#F7A97D
2017-03-01,22,695,45,#D54766,#72B1A1,#F7A97D
2017-03-01,22,700,44,#D54766,#72B1A1,#F7A97D
2017-03-01,22,705,53,#D54766,#72B1A1,#F7A97D
2017-03-01,22,710,64,#D64A65,#72B1A1,#F7A97D
2017-03-01,22,715,54,#D64A65,#72B1A1,#F7A97D
2017-03-01,22,720,57,#D64A65,#72B1A1,#F7A97D
2017-03-01,22,725,54,#D64A65,#72B1A1,#F7A97D
2017-03-01,22,730,60,#D64A65,#72B1A1,#F7A97D
2017-03-01,22,735,46,#D54766,#72B1A1,#F7A97D
2017-03-01,22,740,65,#D64A65,#72B1A1,#F7A97D
2017-03-01,22,745,61,#D64A65,#72B1A1,#F7A97D
2017-03-01,22,750,82,#D74D63,#72B1A1,#F7A97D
2017-03-01,22,755,76,#D74D63,#72B1A1,#F7A97D
2017-03-01,22,760,96,#D85161,#72B1A1,#F7A97D
2017-03-01,22,765,87,#D85161,#72B1A1,#F7A97D
2017-03-01,22,770,121,#DA575D,#72B1A1,#F7A97D
2017-03-01,22,775,124,#DA575D,#72B1A1,#F7A97D
2017-03-01,22,780,144,#DB5A5B,#72B1A1,#F7A97D
2017-03-01,22,785,155,#DC5D59,#72B1A1,#F7A97D
2017-03-01,22,790,189,#DE6355,#72B1A1,#F7A97D
2017-03-01,22,795,159,#DC5D59,#72B1A1,#F7A97D
2017-03-01,22,800,222,#E06C4F,#72B1A1,#F7A97D
2017-03-01,22,805,168,#DD6057,#72B1A1,#F7A97D
2017-03-01,22,810,150,#DC5D59,#72B1A1,#F7A97D
2017-03-01,22,815,102,#D9545F,#72B1A1,#F7A97D
2017-03-01,22,820,23,#D44368,#72B1A1,#F7A97D
2017-03-01,24,620,16,#D33F6A,#68AA9C,#F6A376
2017-03-01,24,625,31,#D44368,#68AA9C,#F6A376
2017-03-01,24,630,33,#D44368,#68AA9C,#F6A376
2017-03-01,24,635,32,#D44368,#68AA9C,#F6A376
2017-03-01,24,640,44,#D54766,#68AA9C,#F6A376
2017-03-01,24,645,47,#D54766,#68AA9C,#F6A376
2017-03-01,24,650,69,#D74D63,#68AA9C,#F6A376
2017-03-01,24,655,48,#D54766,#68AA9C,#F6A376
2017-03-01,24,660,55,#D64A65,#68AA9C,#F6A376
2017-03-01,24,665,77,#D74D63,#68AA9C,#F6A376
2017-03-01,24,670,93,#D85161,#68AA9C,#F6A376
2017-03-01,24,675,91,#D85161,#68AA9C,#F6A376
2017-03-01,24,680,111,#D9545F,#68AA9C,#F6A376
2017-03-01,24,685,105,#D9545F,#68AA9C,#F6A376
2017-03-01,24,690,118,#DA575D,#68AA9C,#F6A376
2017-03-01,24,695,144,#DB5A5B,#68AA9C,#F6A376
2017-03-01,24,700,150,#DC5D59,#68AA9C,#F6A376
2017-03-01,24,705,184,#DE6355,#68AA9C,#F6A376
2017-03-01,24,710,186,#DE6355,#68AA9C,#F6A376
2017-03-01,24,715,178,#DE6355,#68AA9C,#F6A376
2017-03-01,24,720,187,#DE6355,#68AA9C,#F6A376
2017-03-01,24,725,240,#E16F4D,#68AA9C,#F6A376
2017-03-01,24,730,199,#DF6653,#68AA9C,#F6A376
2017-03-01,24,735,215,#E06951,#68AA9C,#F6A376
2017-03-01,24,740,234,#E06C4F,#68AA9C,#F6A376
2017-03-01,24,745,260,#E2724B,#68AA9C,#F6A376
2017-03-01,24,750,233,#E06C4F,#68AA9C,#F6A376
2017-03-01,24,755,335,#E5803F,#68AA9C,#F6A376
2017-03-01,24,760,332,#E5803F,#68AA9C,#F6A376
2017-03-01,24,765,389,#E78839,#68AA9C,#F6A376
2017-03-01,24,770,434,#E89132,#68AA9C,#F6A376
2017-03-01,24,775,442,#E89430,#68AA9C,#F6A376
2017-03-01,24,780,511,#E99E2A,#68AA9C,#F6A376
2017-03-01,24,785,587,#EAAC28,#68AA9C,#F6A376
2017-03-01,24,790,634,#E9B72E,#68AA9C,#F6A376
2017-03-01,24,795,671,#E9BC33,#68AA9C,#F6A376
2017-03-01,24,800,673,#E9BC33,#68AA9C,#F6A376
2017-03-01,24,805,539,#EAA428,#68AA9C,#F6A376
2017-03-01,24,810,544,#EAA728,#68AA9C,#F6A376
2017-03-01,24,815,333,#E5803F,#68AA9C,#F6A376
2017-03-01,24,820,81,#D74D63,#68AA9C,#F6A376
2017-03-01,24,825,23,#D44368,#68AA9C,#F6A376
2017-03-01,26,630,15,#D33F6A,#5FA498,#F69E70
2017-03-01,26,635,16,#D33F6A,#5FA498,#F69E70
2017-03-01,26,640,16,#D33F6A,#5FA498,#F69E70
2017-03-01,26,645,23,#D44368,#5FA498,#F69E70
2017-03-01,26,650,22,#D33F6A,#5FA498,#F69E70
2017-03-01,26,655,30,#D44368,#5FA498,#F69E70
2017-03-01,26,660,30,#D44368,#5FA498,#F69E70
2017-03-01,26,665,44,#D54766,#5FA498,#F69E70
2017-03-01,26,670,40,#D54766,#5FA498,#F69E70
2017-03-01,26,675,34,#D44368,#5FA498,#F69E70
2017-03-01,26,680,47,#D54766,#5FA498,#F69E70
2017-03-01,26,685,41,#D54766,#5FA498,#F69E70
2017-03-01,26,690,60,#D64A65,#5FA498,#F69E70
2017-03-01,26,695,54,#D64A65,#5FA498,#F69E70
2017-03-01,26,700,62,#D64A65,#5FA498,#F69E70
2017-03-01,26,705,80,#D74D63,#5FA498,#F69E70
2017-03-01,26,710,80,#D74D63,#5FA498,#F69E70
2017-03-01,26,715,77,#D74D63,#5FA498,#F69E70
2017-03-01,26,720,95,#D85161,#5FA498,#F69E70
2017-03-01,26,725,97,#D85161,#5FA498,#F69E70
2017-03-01,26,730,94,#D85161,#5FA498,#F69E70
2017-03-01,26,735,75,#D74D63,#5FA498,#F69E70
2017-03-01,26,740,94,#D85161,#5FA498,#F69E70
2017-03-01,26,745,93,#D85161,#5FA498,#F69E70
2017-03-01,26,750,104,#D9545F,#5FA498,#F69E70
2017-03-01,26,755,133,#DB5A5B,#5FA498,#F69E70
2017-03-01,26,760,114,#D9545F,#5FA498,#F69E70
2017-03-01,26,765,142,#DB5A5B,#5FA498,#F69E70
2017-03-01,26,770,169,#DD6057,#5FA498,#F69E70
2017-03-01,26,775,169,#DD6057,#5FA498,#F69E70
2017-03-01,26,780,196,#DF6653,#5FA498,#F69E70
2017-03-01,26,785,215,#E06951,#5FA498,#F69E70
2017-03-01,26,790,224,#E06C4F,#5FA498,#F69E70
2017-03-01,26,795,220,#E06951,#5FA498,#F69E70
2017-03-01,26,800,291,#E37846,#5FA498,#F69E70
2017-03-01,26,805,219,#E06951,#5FA498,#F69E70
2017-03-01,26,810,208,#E06951,#5FA498,#F69E70
2017-03-01,26,815,110,#D9545F,#5FA498,#F69E70
2017-03-01,26,820,34,#D44368,#5FA498,#F69E70
2017-03-01,26,825,10,#D33F6A,#5FA498,#F69E70
2017-03-01,28,620,21,#D33F6A,#559E93,#F5986A
2017-03-01,28,625,44,#D54766,#559E93,#F5986A
2017-03-01,28,630,50,#D54766,#559E93,#F5986A
2017-03-01,28,635,65,#D64A65,#559E93,#F5986A
2017-03-01,28,640,67,#D64A65,#559E93,#F5986A
2017-03-01,28,645,79,#D74D63,#559E93,#F5986A
2017-03-01,28,650,79,#D74D63,#559E93,#F5986A
2017-03-01,28,655,85,#D85161,#559E93,#F5986A
2017-03-01,28,660,115,#DA575D,#559E93,#F5986A
2017-03-01,28,665,131,#DB5A5B,#559E93,#F5986A
2017-03-01,28,670,98,#D85161,#559E93,#F5986A
2017-03-01,28,675,127,#DA575D,#559E93,#F5986A
2017-03-01,28,680,167,#DD6057,#559E93,#F5986A
2017-03-01,28,685,153,#DC5D59,#559E93,#F5986A
2017-03-01,28,690,220,#E06951,#559E93,#F5986A
2017-03-01,28,695,219,#E06951,#559E93,#F5986A
2017-03-01,28,700,259,#E2724B,#559E93,#F5986A
2017-03-01,28,705,256,#E2724B,#559E93,#F5986A
2017-03-01,28,710,292,#E37846,#559E93,#F5986A
2017-03-01,28,715,272,#E37548,#559E93,#F5986A
2017-03-01,28,720,287,#E37846,#559E93,#F5986A
2017-03-01,28,725,298,#E47A44,#559E93,#F5986A
2017-03-01,28,730,306,#E47A44,#559E93,#F5986A
2017-03-01,28,735,321,#E57D42,#559E93,#F5986A
2017-03-01,28,740,305,#E47A44,#559E93,#F5986A
2017-03-01,28,745,392,#E78B36,#559E93,#F5986A
2017-03-01,28,750,333,#E5803F,#559E93,#F5986A
2017-03-01,28,755,427,#E89132,#559E93,#F5986A
2017-03-01,28,760,428,#E89132,#559E93,#F5986A
2017-03-01,28,765,501,#E99E2A,#559E93,#F5986A
2017-03-01,28,770,539,#EAA428,#559E93,#F5986A
2017-03-01,28,775,570,#EAA928,#559E93,#F5986A
2017-03-01,28,780,699,#E8C139,#559E93,#F5986A
2017-03-01,28,785,711,#E8C43D,#559E93,#F5986A
2017-03-01,28,790,715,#E8C43D,#559E93,#F5986A
2017-03-01,28,795,730,#E8C740,#559E93,#F5986A
2017-03-01,28,800,839,#E5D860,#559E93,#F5986A
2017-03-01,28,805,581,#EAAC28,#559E93,#F5986A
2017-03-01,28,810,569,#EAA928,#559E93,#F5986A
2017-03-01,28,815,331,#E5803F,#559E93,#F5986A
2017-03-01,28,820,88,#D85161,#559E93,#F5986A
2017-03-01,28,825,26,#D44368,#559E93,#F5986A
2017-03-01,30,620,12,#D33F6A,#4B988F,#F49265
2017-03-01,30,625,10,#D33F6A,#4B988F,#F49265
2017-03-01,30,630,18,#D33F6A,#4B988F,#F49265
2017-03-01,30,635,24,#D44368,#4B988F,#F49265
2017-03-01,30,640,29,#D44368,#4B988F,#F49265
2017-03-01,30,645,33,#D44368,#4B988F,#F49265
2017-03-01,30,650,26,#D44368,#4B988F,#F49265
2017-03-01,30,655,48,#D54766,#4B988F,#F49265
2017-03-01,30,660,32,#D44368,#4B988F,#F49265
2017-03-01,30,665,48,#D54766,#4B988F,#F49265
2017-03-01,30,670,49,#D54766,#4B988F,#F49265
2017-03-01,30,675,61,#D64A65,#4B988F,#F49265
2017-03-01,30,680,86,#D85161,#4B988F,#F49265
2017-03-01,30,685,76,#D74D63,#4B988F,#F49265
2017-03-01,30,690,66,#D64A65,#4B988F,#F49265
2017-03-01,30,695,88,#D85161,#4B988F,#F49265
2017-03-01,30,700,110,#D9545F,#4B988F,#F49265
2017-03-01,30,705,89,#D85161,#4B988F,#F49265
2017-03-01,30,710,96,#D85161,#4B988F,#F49265
2017-03-01,30,715,85,#D85161,#4B988F,#F49265
2017-03-01,30,720,110,#D9545F,#4B988F,#F49265
2017-03-01,30,725,118,#DA575D,#4B988F,#F49265
2017-03-01,30,730,129,#DA575D,#4B988F,#F49265
2017-03-01,30,735,130,#DB5A5B,#4B988F,#F49265
2017-03-01,30,740,130,#DB5A5B,#4B988F,#F49265
2017-03-01,30,745,130,#DB5A5B,#4B988F,#F49265
2017-03-01,30,750,136,#DB5A5B,#4B988F,#F49265
2017-03-01,30,755,135,#DB5A5B,#4B988F,#F49265
2017-03-01,30,760,157,#DC5D59,#4B988F,#F49265
2017-03-01,30,765,170,#DD6057,#4B988F,#F49265
2017-03-01,30,770,189,#DE6355,#4B988F,#F49265
2017-03-01,30,775,223,#E06C4F,#4B988F,#F49265
2017-03-01,30,780,210,#E06951,#4B988F,#F49265
2017-03-01,30,785,255,#E2724B,#4B988F,#F49265
2017-03-01,30,790,238,#E16F4D,#4B988F,#F49265
2017-03-01,30,795,241,#E16F4D,#4B988F,#F49265
2017-03-01,30,800,283,#E37846,#4B988F,#F49265
2017-03-01,30,805,208,#E06951,#4B988F,#F49265
2017-03-01,30,810,207,#E06951,#4B988F,#F49265
2017-03-01,30,815,126,#DA575D,#4B988F,#F49265
2017-03-01,30,820,25,#D44368,#4B988F,#F49265
2017-03-01,32,620,29,#D44368,#40928A,#F48C5F
2017-03-01,32,625,50,#D54766,#40928A,#F48C5F
2017-03-01,32,630,58,#D64A65,#40928A,#F48C5F
2017-03-01,32,635,74,#D74D63,#40928A,#F48C5F
2017-03-01,32,640,97,#D85161,#40928A,#F48C5F
2017-03-01,32,645,114,#D9545F,#40928A,#F48C5F
2017-03-01,32,650,127,#DA575D,#40928A,#F48C5F
2017-03-01,32,655,134,#DB5A5B,#40928A,#F48C5F
2017-03-01,32,660,146,#DC5D59,#40928A,#F48C5F
2017-03-01,32,665,174,#DD6057,#40928A,#F48C5F
2017-03-01,32,670,176,#DE6355,#40928A,#F48C5F
2017-03-01,32,675,194,#DF6653,#40928A,#F48C5F
2017-03-01,32,680,212,#E06951,#40928A,#F48C5F
2017-03-01,32,685,215,#E06951,#40928A,#F48C5F
2017-03-01,32,690,270,#E37548,#40928A,#F48C5F
2017-03-01,32,695,313,#E57D42,#40928A,#F48C5F
2017-03-01,32,700,304,#E47A44,#40928A,#F48C5F
2017-03-01,32,705,368,#E6863B,#40928A,#F48C5F
2017-03-01,32,710,351,#E6833D,#40928A,#F48C5F
2017-03-01,32,715,364,#E6863B,#40928A,#F48C5F
2017-03-01,32,720,399,#E78B36,#40928A,#F48C5F
2017-03-01,32,725,432,#E89132,#40928A,#F48C5F
2017-03-01,32,730,377,#E78839,#40928A,#F48C5F
2017-03-01,32,735,380,#E78839,#40928A,#F48C5F
2017-03-01,32,740,422,#E89132,#40928A,#F48C5F
2017-03-01,32,745,432,#E89132,#40928A,#F48C5F
2017-03-01,32,750,465,#E9962E,#40928A,#F48C5F
2017-03-01,32,755,513,#E9A129,#40928A,#F48C5F
2017-03-01,32,760,573,#EAAC28,#40928A,#F48C5F
2017-03-01,32,765,576,#EAAC28,#40928A,#F48C5F
2017-03-01,32,770,594,#EAAF29,#40928A,#F48C5F
2017-03-01,32,775,716,#E8C43D,#40928A,#F48C5F
2017-03-01,32,780,713,#E8C43D,#40928A,#F48C5F
2017-03-01,32,785,782,#E7CE4D,#40928A,#F48C5F
2017-03-01,32,790,784,#E7CE4D,#40928A,#F48C5F
2017-03-01,32,795,774,#E7CE4D,#40928A,#F48C5F
2017-03-01,32,800,852,#E4DB65,#40928A,#F48C5F
2017-03-01,32,805,624,#E9B42C,#40928A,#F48C5F
2017-03-01,32,810,619,#E9B42C,#40928A,#F48C5F
2017-03-01,32,815,343,#E5803F,#40928A,#F48C5F
2017-03-01,32,820,103,#D9545F,#40928A,#F48C5F
2017-03-01,32,825,23,#D44368,#40928A,#F48C5F
2017-03-01,34,620,11,#D33F6A,#358C86,#F3865A
2017-03-01,34,625,26,#D44368,#358C86,#F3865A
2017-03-01,34,630,21,#D33F6A,#358C86,#F3865A
2017-03-01,34,635,29,#D44368,#358C86,#F3865A
2017-03-01,34,640,36,#D44368,#358C86,#F3865A
